model,lead_group,stratum_type,stratum,n,coverage68,wilson68_lo,wilson68_hi,coverage90,wilson90_lo,wilson90_hi,truth
gfs_seamless,1-3,all,all cases,1323,0.6795162509448224,0.6538814398351873,0.7041115945402143,0.9002267573696145,0.8829006358710266,0.915235413399606,era5
gfs_seamless,1-3,forecast_bin,f = 0,668,0.9940119760479041,0.9847056400168596,0.9976689831553786,1.0,0.9942821943622048,0.9999999999999999,era5
gfs_seamless,1-3,forecast_bin,0 < f < 10,270,0.5,0.44077998693464154,0.5592200130653585,0.9407407407407408,0.9059179060029556,0.9631981181822924,era5
gfs_seamless,1-3,forecast_bin,f >= 10,385,0.2597402597402597,0.21846561706257125,0.30576207066329947,0.6987012987012987,0.6510917069315544,0.7423848540302932,era5
gfs_seamless,1-3,city_group,Centre-south,693,0.6060606060606061,0.5691923403437736,0.6417595169639024,0.911976911976912,0.888547183931715,0.9308644522770133,era5
gfs_seamless,1-3,city_group,Coquimbo coast,126,0.7777777777777778,0.6975794504830436,0.8415395689974413,0.9206349206349206,0.8600591009290984,0.9563211285699215,era5
gfs_seamless,1-3,city_group,Coquimbo interior,441,0.7482993197278912,0.7057684218051519,0.7865418060921072,0.8707482993197279,0.8362074607827176,0.8988858932008609,era5
gfs_seamless,4-7,all,all cases,1764,0.6904761904761905,0.6685082907061021,0.7116162937830789,0.9019274376417233,0.8871626621554108,0.9149454640434859,era5
gfs_seamless,4-7,forecast_bin,f = 0,908,0.974669603524229,0.962277143009039,0.9830626324575814,1.0,0.9957871416748161,1.0,era5
gfs_seamless,4-7,forecast_bin,0 < f < 10,480,0.46875,0.42453258400842026,0.5134636346923006,0.9375,0.9121799488028293,0.9558729893870777,era5
gfs_seamless,4-7,forecast_bin,f >= 10,376,0.2872340425531915,0.24383214125242045,0.3349394850170504,0.6196808510638298,0.5696346612335217,0.667306298989901,era5
