n_cities,pooled_within_cell_gauge_cv,observed_sd_log_ratio,noise_sd_log_ratio,residual_real_sd_log_ratio,residual_real_sd_pc,noise_share_of_variance
21,0.18910912758837262,0.2345988342460015,0.12953091748873674,0.19559742954371606,21.603726610671046,0.3048563067726459
