city,valid_date,model,lead_days,precip_fcst_mm,gust_fcst_kmh,precip_obs_mm,gust_obs_kmh
curico,2026-07-08,best_match,2,2.1,15.5,20.5,19.1
curico,2026-07-08,best_match,3,0.0,16.2,20.5,19.1
curico,2026-07-08,best_match,4,0.4,22.7,20.5,19.1
curico,2026-07-08,best_match,5,0.9,12.6,20.5,19.1
curico,2026-07-08,best_match,6,0.5,25.2,20.5,19.1
curico,2026-07-08,best_match,7,55.0,11.2,20.5,19.1
curico,2026-07-08,ecmwf_ifs025,1,1.5,,20.5,19.1
curico,2026-07-08,ecmwf_ifs025,2,3.0,,20.5,19.1
curico,2026-07-08,ecmwf_ifs025,3,0.0,,20.5,19.1
curico,2026-07-08,ecmwf_ifs025,4,0.0,,20.5,19.1
curico,2026-07-08,ecmwf_ifs025,5,1.5,,20.5,19.1
curico,2026-07-08,ecmwf_ifs025,6,0.6000000000000001,,20.5,19.1
curico,2026-07-08,ecmwf_ifs025,7,58.8,,20.5,19.1
curico,2026-07-08,gfs_seamless,1,3.2,21.6,20.5,19.1
curico,2026-07-08,gfs_seamless,2,0.1,11.5,20.5,19.1
curico,2026-07-08,gfs_seamless,3,0.0,10.4,20.5,19.1
curico,2026-07-08,gfs_seamless,4,7.2,17.3,20.5,19.1
curico,2026-07-08,gfs_seamless,5,0.9,10.1,20.5,19.1
curico,2026-07-08,gfs_seamless,6,0.7,7.6,20.5,19.1
curico,2026-07-08,gfs_seamless,7,0.0,11.2,20.5,19.1
curico,2026-07-08,icon_seamless,1,0.2,16.9,20.5,19.1
curico,2026-07-08,icon_seamless,2,1.8000000000000003,15.5,20.5,19.1
curico,2026-07-08,icon_seamless,3,0.8,16.2,20.5,19.1
curico,2026-07-08,icon_seamless,4,0.0,22.7,20.5,19.1
curico,2026-07-08,icon_seamless,5,0.0,12.6,20.5,19.1
curico,2026-07-08,icon_seamless,6,23.0,25.2,20.5,19.1
curico,2026-07-09,best_match,1,1.9000000000000001,14.4,4.7,13.0
curico,2026-07-09,best_match,2,0.0,13.3,4.7,13.0
curico,2026-07-09,best_match,3,1.1,13.3,4.7,13.0
curico,2026-07-09,best_match,4,6.4,11.2,4.7,13.0
curico,2026-07-09,best_match,5,9.399999999999999,19.4,4.7,13.0
curico,2026-07-09,best_match,6,22.0,20.2,4.7,13.0
curico,2026-07-09,best_match,7,3.0999999999999996,19.4,4.7,13.0
curico,2026-07-09,ecmwf_ifs025,1,2.0999999999999996,,4.7,13.0
curico,2026-07-09,ecmwf_ifs025,2,0.30000000000000004,,4.7,13.0
curico,2026-07-09,ecmwf_ifs025,3,1.2000000000000002,,4.7,13.0
curico,2026-07-09,ecmwf_ifs025,4,3.5999999999999996,,4.7,13.0
curico,2026-07-09,ecmwf_ifs025,5,4.8,,4.7,13.0
curico,2026-07-09,ecmwf_ifs025,6,21.6,,4.7,13.0
curico,2026-07-09,ecmwf_ifs025,7,2.1,,4.7,13.0
curico,2026-07-09,gfs_seamless,1,0.0,12.6,4.7,13.0
curico,2026-07-09,gfs_seamless,2,0.0,19.1,4.7,13.0
curico,2026-07-09,gfs_seamless,3,0.0,14.4,4.7,13.0
curico,2026-07-09,gfs_seamless,4,0.6,7.2,4.7,13.0
curico,2026-07-09,gfs_seamless,5,0.0,19.4,4.7,13.0
curico,2026-07-09,gfs_seamless,6,0.2,20.2,4.7,13.0
curico,2026-07-09,gfs_seamless,7,8.100000000000001,19.4,4.7,13.0
curico,2026-07-09,icon_seamless,1,0.2,14.4,4.7,13.0
curico,2026-07-09,icon_seamless,2,2.1,13.3,4.7,13.0
curico,2026-07-09,icon_seamless,3,0.7999999999999999,13.3,4.7,13.0
curico,2026-07-09,icon_seamless,4,2.0999999999999996,11.2,4.7,13.0
curico,2026-07-09,icon_seamless,5,22.599999999999998,19.4,4.7,13.0
curico,2026-07-09,icon_seamless,6,0.5,20.2,4.7,13.0
curico,2026-07-10,best_match,1,12.6,20.2,26.6,29.9
curico,2026-07-10,best_match,2,25.800000000000004,16.2,26.6,29.9
curico,2026-07-10,best_match,3,13.3,15.8,26.6,29.9
curico,2026-07-10,best_match,4,12.3,14.0,26.6,29.9
curico,2026-07-10,best_match,5,4.9,15.1,26.6,29.9
curico,2026-07-10,best_match,6,26.9,14.4,26.6,29.9
curico,2026-07-10,best_match,7,0.0,67.7,26.6,29.9
curico,2026-07-10,ecmwf_ifs025,1,15.6,,26.6,29.9
curico,2026-07-10,ecmwf_ifs025,2,31.2,,26.6,29.9
curico,2026-07-10,ecmwf_ifs025,3,13.5,,26.6,29.9
curico,2026-07-10,ecmwf_ifs025,4,9.900000000000002,,26.6,29.9
curico,2026-07-10,ecmwf_ifs025,5,6.3,,26.6,29.9
curico,2026-07-10,ecmwf_ifs025,6,20.1,,26.6,29.9
curico,2026-07-10,ecmwf_ifs025,7,0.0,,26.6,29.9
curico,2026-07-10,gfs_seamless,1,3.8,17.6,26.6,29.9
curico,2026-07-10,gfs_seamless,2,6.199999999999999,22.3,26.6,29.9
curico,2026-07-10,gfs_seamless,3,1.7000000000000002,15.5,26.6,29.9
curico,2026-07-10,gfs_seamless,4,13.399999999999999,24.8,26.6,29.9
curico,2026-07-10,gfs_seamless,5,1.3,9.7,26.6,29.9
curico,2026-07-10,gfs_seamless,6,0.0,10.8,26.6,29.9
curico,2026-07-10,gfs_seamless,7,2.6999999999999997,67.7,26.6,29.9
curico,2026-07-10,icon_seamless,1,12.6,20.2,26.6,29.9
curico,2026-07-10,icon_seamless,2,11.899999999999999,16.2,26.6,29.9
curico,2026-07-10,icon_seamless,3,9.5,15.8,26.6,29.9
curico,2026-07-10,icon_seamless,4,8.3,14.0,26.6,29.9
curico,2026-07-10,icon_seamless,5,4.2,15.1,26.6,29.9
curico,2026-07-10,icon_seamless,6,2.1,14.4,26.6,29.9
curico,2026-07-11,best_match,1,0.0,23.4,0.0,20.2
curico,2026-07-11,best_match,2,0.0,20.9,0.0,20.2
curico,2026-07-11,best_match,3,0.0,22.0,0.0,20.2
curico,2026-07-11,best_match,4,0.0,15.8,0.0,20.2
curico,2026-07-11,best_match,5,2.9000000000000004,19.1,0.0,20.2
curico,2026-07-11,best_match,6,0.0,22.7,0.0,20.2
curico,2026-07-11,best_match,7,0.0,6.8,0.0,20.2
curico,2026-07-11,ecmwf_ifs025,1,0.0,,0.0,20.2
curico,2026-07-11,ecmwf_ifs025,2,0.0,,0.0,20.2
curico,2026-07-11,ecmwf_ifs025,3,0.0,,0.0,20.2
curico,2026-07-11,ecmwf_ifs025,4,0.0,,0.0,20.2
curico,2026-07-11,ecmwf_ifs025,5,4.5,,0.0,20.2
curico,2026-07-11,ecmwf_ifs025,6,0.0,,0.0,20.2
curico,2026-07-11,ecmwf_ifs025,7,0.0,,0.0,20.2
curico,2026-07-11,gfs_seamless,1,0.0,16.6,0.0,20.2
curico,2026-07-11,gfs_seamless,2,0.0,25.2,0.0,20.2
curico,2026-07-11,gfs_seamless,3,1.6,33.8,0.0,20.2
curico,2026-07-11,gfs_seamless,4,0.0,30.2,0.0,20.2
curico,2026-07-11,gfs_seamless,5,0.0,23.4,0.0,20.2
curico,2026-07-11,gfs_seamless,6,1.2000000000000002,23.8,0.0,20.2
curico,2026-07-11,gfs_seamless,7,0.1,6.8,0.0,20.2
curico,2026-07-11,icon_seamless,1,0.0,23.4,0.0,20.2
curico,2026-07-11,icon_seamless,2,0.0,20.9,0.0,20.2
curico,2026-07-11,icon_seamless,3,0.0,22.0,0.0,20.2
curico,2026-07-11,icon_seamless,4,5.300000000000001,15.8,0.0,20.2
curico,2026-07-11,icon_seamless,5,0.0,19.1,0.0,20.2
curico,2026-07-11,icon_seamless,6,2.8,22.7,0.0,20.2
curico,2026-07-12,best_match,1,0.0,16.2,0.0,13.0
curico,2026-07-12,best_match,2,0.0,17.6,0.0,13.0
curico,2026-07-12,best_match,3,0.0,16.2,0.0,13.0
curico,2026-07-12,best_match,4,0.0,16.6,0.0,13.0
curico,2026-07-12,best_match,5,0.0,12.2,0.0,13.0
curico,2026-07-12,best_match,6,0.0,15.5,0.0,13.0
curico,2026-07-12,best_match,7,0.0,29.2,0.0,13.0
curico,2026-07-12,ecmwf_ifs025,1,0.0,,0.0,13.0
curico,2026-07-12,ecmwf_ifs025,2,0.0,,0.0,13.0
curico,2026-07-12,ecmwf_ifs025,3,0.0,,0.0,13.0
curico,2026-07-12,ecmwf_ifs025,4,0.0,,0.0,13.0
curico,2026-07-12,ecmwf_ifs025,5,0.0,,0.0,13.0
curico,2026-07-12,ecmwf_ifs025,6,0.0,,0.0,13.0
curico,2026-07-12,ecmwf_ifs025,7,0.0,,0.0,13.0
curico,2026-07-12,gfs_seamless,1,0.0,7.9,0.0,13.0
curico,2026-07-12,gfs_seamless,2,0.0,9.0,0.0,13.0
curico,2026-07-12,gfs_seamless,3,0.0,11.9,0.0,13.0
curico,2026-07-12,gfs_seamless,4,0.0,31.0,0.0,13.0
curico,2026-07-12,gfs_seamless,5,0.0,26.3,0.0,13.0
curico,2026-07-12,gfs_seamless,6,0.0,24.5,0.0,13.0
curico,2026-07-12,gfs_seamless,7,0.0,29.2,0.0,13.0
curico,2026-07-12,icon_seamless,1,0.0,16.2,0.0,13.0
curico,2026-07-12,icon_seamless,2,0.0,17.6,0.0,13.0
curico,2026-07-12,icon_seamless,3,0.0,16.2,0.0,13.0
curico,2026-07-12,icon_seamless,4,0.0,16.6,0.0,13.0
curico,2026-07-12,icon_seamless,5,0.0,12.2,0.0,13.0
curico,2026-07-12,icon_seamless,6,0.0,15.5,0.0,13.0
curico,2026-07-13,best_match,1,0.0,11.5,0.0,15.5
curico,2026-07-13,best_match,2,0.0,10.4,0.0,15.5
curico,2026-07-13,best_match,3,0.0,12.6,0.0,15.5
curico,2026-07-13,best_match,4,0.0,10.4,0.0,15.5
curico,2026-07-13,best_match,5,0.0,14.0,0.0,15.5
curico,2026-07-13,best_match,6,6.199999999999999,19.1,0.0,15.5
curico,2026-07-13,best_match,7,7.2,7.6,0.0,15.5
curico,2026-07-13,ecmwf_ifs025,1,0.0,,0.0,15.5
curico,2026-07-13,ecmwf_ifs025,2,0.0,,0.0,15.5
curico,2026-07-13,ecmwf_ifs025,3,0.0,,0.0,15.5
curico,2026-07-13,ecmwf_ifs025,4,0.0,,0.0,15.5
curico,2026-07-13,ecmwf_ifs025,5,0.0,,0.0,15.5
curico,2026-07-13,ecmwf_ifs025,6,5.1,,0.0,15.5
curico,2026-07-13,ecmwf_ifs025,7,10.5,,0.0,15.5
curico,2026-07-13,gfs_seamless,1,0.0,6.5,0.0,15.5
curico,2026-07-13,gfs_seamless,2,0.0,5.4,0.0,15.5
curico,2026-07-13,gfs_seamless,3,0.0,6.8,0.0,15.5
curico,2026-07-13,gfs_seamless,4,0.0,5.0,0.0,15.5
curico,2026-07-13,gfs_seamless,5,0.0,9.7,0.0,15.5
curico,2026-07-13,gfs_seamless,6,0.0,22.7,0.0,15.5
curico,2026-07-13,gfs_seamless,7,0.0,7.6,0.0,15.5
curico,2026-07-13,icon_seamless,1,0.0,11.5,0.0,15.5
curico,2026-07-13,icon_seamless,2,0.0,10.4,0.0,15.5
curico,2026-07-13,icon_seamless,3,0.0,12.6,0.0,15.5
curico,2026-07-13,icon_seamless,4,1.6,10.4,0.0,15.5
curico,2026-07-13,icon_seamless,5,3.1,14.0,0.0,15.5
curico,2026-07-13,icon_seamless,6,27.3,19.1,0.0,15.5
curico,2026-07-14,best_match,1,0.7000000000000001,23.8,6.2,30.2
curico,2026-07-14,best_match,2,0.0,25.6,6.2,30.2
curico,2026-07-14,best_match,3,0.0,20.5,6.2,30.2
curico,2026-07-14,best_match,4,0.0,25.2,6.2,30.2
curico,2026-07-14,best_match,5,6.5,18.7,6.2,30.2
curico,2026-07-14,best_match,6,30.5,14.4,6.2,30.2
curico,2026-07-14,best_match,7,6.0,19.1,6.2,30.2
curico,2026-07-14,ecmwf_ifs025,1,0.6000000000000001,,6.2,30.2
curico,2026-07-14,ecmwf_ifs025,2,0.0,,6.2,30.2
curico,2026-07-14,ecmwf_ifs025,3,0.0,,6.2,30.2
curico,2026-07-14,ecmwf_ifs025,4,0.0,,6.2,30.2
curico,2026-07-14,ecmwf_ifs025,5,11.7,,6.2,30.2
curico,2026-07-14,ecmwf_ifs025,6,38.7,,6.2,30.2
curico,2026-07-14,ecmwf_ifs025,7,5.1,,6.2,30.2
curico,2026-07-14,gfs_seamless,1,0.1,19.4,6.2,30.2
curico,2026-07-14,gfs_seamless,2,0.0,24.8,6.2,30.2
curico,2026-07-14,gfs_seamless,3,0.0,10.4,6.2,30.2
curico,2026-07-14,gfs_seamless,4,0.0,9.4,6.2,30.2
curico,2026-07-14,gfs_seamless,5,0.8,7.6,6.2,30.2
curico,2026-07-14,gfs_seamless,6,0.0,8.6,6.2,30.2
curico,2026-07-14,gfs_seamless,7,4.2,19.1,6.2,30.2
curico,2026-07-14,icon_seamless,1,1.1,23.8,6.2,30.2
curico,2026-07-14,icon_seamless,2,0.2,25.6,6.2,30.2
curico,2026-07-14,icon_seamless,3,0.0,20.5,6.2,30.2
curico,2026-07-14,icon_seamless,4,27.1,25.2,6.2,30.2
curico,2026-07-14,icon_seamless,5,2.9000000000000004,18.7,6.2,30.2
curico,2026-07-14,icon_seamless,6,30.199999999999996,14.4,6.2,30.2
curico,2026-07-15,best_match,1,0.30000000000000004,22.0,1.7,29.9
curico,2026-07-15,best_match,2,0.2,23.8,1.7,29.9
curico,2026-07-15,best_match,3,4.1,23.0,1.7,29.9
curico,2026-07-15,best_match,4,3.5999999999999996,22.7,1.7,29.9
curico,2026-07-15,best_match,5,17.799999999999997,29.5,1.7,29.9
curico,2026-07-15,best_match,6,37.099999999999994,23.8,1.7,29.9
curico,2026-07-15,best_match,7,6.699999999999999,39.2,1.7,29.9
curico,2026-07-15,ecmwf_ifs025,1,0.6000000000000001,,1.7,29.9
curico,2026-07-15,ecmwf_ifs025,2,0.6,,1.7,29.9
curico,2026-07-15,ecmwf_ifs025,3,4.2,,1.7,29.9
curico,2026-07-15,ecmwf_ifs025,4,4.199999999999999,,1.7,29.9
curico,2026-07-15,ecmwf_ifs025,5,12.9,,1.7,29.9
curico,2026-07-15,ecmwf_ifs025,6,33.0,,1.7,29.9
curico,2026-07-15,ecmwf_ifs025,7,10.8,,1.7,29.9
curico,2026-07-15,gfs_seamless,1,0.4,26.3,1.7,29.9
curico,2026-07-15,gfs_seamless,2,5.300000000000001,45.0,1.7,29.9
curico,2026-07-15,gfs_seamless,3,3.1,16.9,1.7,29.9
curico,2026-07-15,gfs_seamless,4,0.2,21.6,1.7,29.9
curico,2026-07-15,gfs_seamless,5,0.5,24.1,1.7,29.9
curico,2026-07-15,gfs_seamless,6,2.2,46.8,1.7,29.9
curico,2026-07-15,gfs_seamless,7,1.1,39.2,1.7,29.9
curico,2026-07-15,icon_seamless,1,18.0,22.0,1.7,29.9
curico,2026-07-15,icon_seamless,2,34.5,23.8,1.7,29.9
curico,2026-07-15,icon_seamless,3,15.6,23.0,1.7,29.9
curico,2026-07-15,icon_seamless,4,26.199999999999996,22.7,1.7,29.9
curico,2026-07-15,icon_seamless,5,52.7,29.5,1.7,29.9
curico,2026-07-15,icon_seamless,6,14.600000000000001,23.8,1.7,29.9
curico,2026-07-16,best_match,1,50.800000000000004,57.6,42.9,51.8
curico,2026-07-16,best_match,2,36.2,69.1,42.9,51.8
curico,2026-07-16,best_match,3,29.200000000000003,66.2,42.9,51.8
curico,2026-07-16,best_match,4,59.2,88.2,42.9,51.8
curico,2026-07-16,best_match,5,46.6,24.8,42.9,51.8
curico,2026-07-16,best_match,6,47.7,77.8,42.9,51.8
curico,2026-07-16,best_match,7,29.599999999999998,50.8,42.9,51.8
curico,2026-07-16,ecmwf_ifs025,1,48.3,,42.9,51.8
curico,2026-07-16,ecmwf_ifs025,2,35.7,,42.9,51.8
curico,2026-07-16,ecmwf_ifs025,3,30.9,,42.9,51.8
curico,2026-07-16,ecmwf_ifs025,4,66.0,,42.9,51.8
curico,2026-07-16,ecmwf_ifs025,5,55.8,,42.9,51.8
curico,2026-07-16,ecmwf_ifs025,6,44.7,,42.9,51.8
curico,2026-07-16,ecmwf_ifs025,7,29.099999999999998,,42.9,51.8
curico,2026-07-16,gfs_seamless,1,47.400000000000006,91.4,42.9,51.8
curico,2026-07-16,gfs_seamless,2,32.7,86.8,42.9,51.8
curico,2026-07-16,gfs_seamless,3,16.3,81.4,42.9,51.8
curico,2026-07-16,gfs_seamless,4,37.0,70.6,42.9,51.8
curico,2026-07-16,gfs_seamless,5,5.3,59.4,42.9,51.8
curico,2026-07-16,gfs_seamless,6,0.30000000000000004,64.1,42.9,51.8
curico,2026-07-16,gfs_seamless,7,0.8999999999999999,50.8,42.9,51.8
curico,2026-07-16,icon_seamless,1,72.4,57.6,42.9,51.8
curico,2026-07-16,icon_seamless,2,42.7,69.1,42.9,51.8
curico,2026-07-16,icon_seamless,3,36.3,66.2,42.9,51.8
curico,2026-07-16,icon_seamless,4,54.8,88.2,42.9,51.8
curico,2026-07-16,icon_seamless,5,35.7,24.8,42.9,51.8
curico,2026-07-16,icon_seamless,6,34.7,77.8,42.9,51.8
curico,2026-07-17,best_match,1,66.6,66.6,72.0,50.8
curico,2026-07-17,best_match,2,58.1,67.0,72.0,50.8
curico,2026-07-17,best_match,3,87.1,36.4,72.0,50.8
curico,2026-07-17,best_match,4,60.699999999999996,84.2,72.0,50.8
curico,2026-07-17,best_match,5,64.1,44.3,72.0,50.8
curico,2026-07-17,best_match,6,29.300000000000004,84.2,72.0,50.8
curico,2026-07-17,best_match,7,29.7,79.2,72.0,50.8
curico,2026-07-17,ecmwf_ifs025,1,83.7,,72.0,50.8
curico,2026-07-17,ecmwf_ifs025,2,66.9,,72.0,50.8
curico,2026-07-17,ecmwf_ifs025,3,90.30000000000001,,72.0,50.8
curico,2026-07-17,ecmwf_ifs025,4,59.7,,72.0,50.8
curico,2026-07-17,ecmwf_ifs025,5,64.8,,72.0,50.8
curico,2026-07-17,ecmwf_ifs025,6,27.3,,72.0,50.8
curico,2026-07-17,ecmwf_ifs025,7,25.5,,72.0,50.8
curico,2026-07-17,gfs_seamless,1,71.2,52.2,72.0,50.8
curico,2026-07-17,gfs_seamless,2,63.5,57.6,72.0,50.8
curico,2026-07-17,gfs_seamless,3,83.6,55.4,72.0,50.8
curico,2026-07-17,gfs_seamless,4,76.6,46.1,72.0,50.8
curico,2026-07-17,gfs_seamless,5,32.400000000000006,52.2,72.0,50.8
curico,2026-07-17,gfs_seamless,6,19.0,62.3,72.0,50.8
curico,2026-07-17,gfs_seamless,7,27.7,79.2,72.0,50.8
curico,2026-07-17,icon_seamless,1,64.9,66.6,72.0,50.8
curico,2026-07-17,icon_seamless,2,60.1,67.0,72.0,50.8
curico,2026-07-17,icon_seamless,3,16.2,36.4,72.0,50.8
curico,2026-07-17,icon_seamless,4,26.3,84.2,72.0,50.8
curico,2026-07-17,icon_seamless,5,70.69999999999999,44.3,72.0,50.8
curico,2026-07-17,icon_seamless,6,24.799999999999997,84.2,72.0,50.8
curico,2026-07-18,best_match,1,27.200000000000003,53.6,33.1,46.8
curico,2026-07-18,best_match,2,24.1,60.5,33.1,46.8
curico,2026-07-18,best_match,3,45.300000000000004,52.9,33.1,46.8
curico,2026-07-18,best_match,4,20.4,82.1,33.1,46.8
curico,2026-07-18,best_match,5,33.900000000000006,18.4,33.1,46.8
curico,2026-07-18,best_match,6,36.9,70.9,33.1,46.8
curico,2026-07-18,best_match,7,39.099999999999994,51.8,33.1,46.8
curico,2026-07-18,ecmwf_ifs025,1,22.8,,33.1,46.8
curico,2026-07-18,ecmwf_ifs025,2,27.300000000000004,,33.1,46.8
curico,2026-07-18,ecmwf_ifs025,3,29.7,,33.1,46.8
curico,2026-07-18,ecmwf_ifs025,4,17.1,,33.1,46.8
curico,2026-07-18,ecmwf_ifs025,5,33.6,,33.1,46.8
curico,2026-07-18,ecmwf_ifs025,6,32.1,,33.1,46.8
curico,2026-07-18,ecmwf_ifs025,7,38.7,,33.1,46.8
curico,2026-07-18,gfs_seamless,1,20.200000000000003,51.8,33.1,46.8
curico,2026-07-18,gfs_seamless,2,25.5,56.9,33.1,46.8
curico,2026-07-18,gfs_seamless,3,28.700000000000003,49.7,33.1,46.8
curico,2026-07-18,gfs_seamless,4,10.2,30.2,33.1,46.8
curico,2026-07-18,gfs_seamless,5,17.700000000000003,50.8,33.1,46.8
curico,2026-07-18,gfs_seamless,6,3.8000000000000003,65.5,33.1,46.8
curico,2026-07-18,gfs_seamless,7,9.3,51.8,33.1,46.8
curico,2026-07-18,icon_seamless,1,13.100000000000001,53.6,33.1,46.8
curico,2026-07-18,icon_seamless,2,12.2,60.5,33.1,46.8
curico,2026-07-18,icon_seamless,3,10.4,52.9,33.1,46.8
curico,2026-07-18,icon_seamless,4,36.3,82.1,33.1,46.8
curico,2026-07-18,icon_seamless,5,29.0,18.4,33.1,46.8
curico,2026-07-18,icon_seamless,6,23.200000000000003,70.9,33.1,46.8
la_serena,2026-07-04,best_match,1,0.0,16.9,0.0,26.3
la_serena,2026-07-04,best_match,2,0.0,15.5,0.0,26.3
la_serena,2026-07-04,best_match,3,0.0,16.9,0.0,26.3
la_serena,2026-07-04,best_match,4,0.0,15.8,0.0,26.3
la_serena,2026-07-04,best_match,5,0.0,19.4,0.0,26.3
la_serena,2026-07-04,best_match,6,0.0,20.2,0.0,26.3
la_serena,2026-07-04,best_match,7,0.0,8.6,0.0,26.3
la_serena,2026-07-04,ecmwf_ifs025,1,0.0,,0.0,26.3
la_serena,2026-07-04,ecmwf_ifs025,2,0.0,,0.0,26.3
la_serena,2026-07-04,ecmwf_ifs025,3,0.0,,0.0,26.3
la_serena,2026-07-04,ecmwf_ifs025,4,0.0,,0.0,26.3
la_serena,2026-07-04,ecmwf_ifs025,5,0.0,,0.0,26.3
la_serena,2026-07-04,ecmwf_ifs025,6,0.0,,0.0,26.3
la_serena,2026-07-04,ecmwf_ifs025,7,0.0,,0.0,26.3
la_serena,2026-07-04,gfs_seamless,1,0.0,6.8,0.0,26.3
la_serena,2026-07-04,gfs_seamless,2,0.0,6.1,0.0,26.3
la_serena,2026-07-04,gfs_seamless,3,0.0,7.6,0.0,26.3
la_serena,2026-07-04,gfs_seamless,4,0.0,8.3,0.0,26.3
la_serena,2026-07-04,gfs_seamless,5,0.0,10.1,0.0,26.3
la_serena,2026-07-04,gfs_seamless,6,0.0,7.9,0.0,26.3
la_serena,2026-07-04,gfs_seamless,7,0.0,8.6,0.0,26.3
la_serena,2026-07-04,icon_seamless,1,0.0,16.9,0.0,26.3
la_serena,2026-07-04,icon_seamless,2,0.0,15.5,0.0,26.3
la_serena,2026-07-04,icon_seamless,3,0.0,16.9,0.0,26.3
la_serena,2026-07-04,icon_seamless,4,0.0,15.8,0.0,26.3
la_serena,2026-07-04,icon_seamless,5,0.0,19.4,0.0,26.3
la_serena,2026-07-04,icon_seamless,6,0.0,20.2,0.0,26.3
la_serena,2026-07-05,best_match,1,0.0,15.8,0.0,21.2
la_serena,2026-07-05,best_match,2,0.0,15.8,0.0,21.2
la_serena,2026-07-05,best_match,3,0.0,16.6,0.0,21.2
la_serena,2026-07-05,best_match,4,0.0,16.9,0.0,21.2
la_serena,2026-07-05,best_match,5,0.0,15.5,0.0,21.2
la_serena,2026-07-05,best_match,6,0.0,16.2,0.0,21.2
la_serena,2026-07-05,best_match,7,0.0,7.2,0.0,21.2
la_serena,2026-07-05,ecmwf_ifs025,1,0.0,,0.0,21.2
la_serena,2026-07-05,ecmwf_ifs025,2,0.0,,0.0,21.2
la_serena,2026-07-05,ecmwf_ifs025,3,0.0,,0.0,21.2
la_serena,2026-07-05,ecmwf_ifs025,4,0.0,,0.0,21.2
la_serena,2026-07-05,ecmwf_ifs025,5,0.0,,0.0,21.2
la_serena,2026-07-05,ecmwf_ifs025,6,0.0,,0.0,21.2
la_serena,2026-07-05,ecmwf_ifs025,7,0.0,,0.0,21.2
la_serena,2026-07-05,gfs_seamless,1,0.0,7.2,0.0,21.2
la_serena,2026-07-05,gfs_seamless,2,0.0,5.8,0.0,21.2
la_serena,2026-07-05,gfs_seamless,3,0.0,7.2,0.0,21.2
la_serena,2026-07-05,gfs_seamless,4,0.0,6.5,0.0,21.2
la_serena,2026-07-05,gfs_seamless,5,0.0,5.4,0.0,21.2
la_serena,2026-07-05,gfs_seamless,6,0.0,5.8,0.0,21.2
la_serena,2026-07-05,gfs_seamless,7,0.0,7.2,0.0,21.2
la_serena,2026-07-05,icon_seamless,1,0.0,15.8,0.0,21.2
la_serena,2026-07-05,icon_seamless,2,0.0,15.8,0.0,21.2
la_serena,2026-07-05,icon_seamless,3,0.0,16.6,0.0,21.2
la_serena,2026-07-05,icon_seamless,4,0.0,16.9,0.0,21.2
la_serena,2026-07-05,icon_seamless,5,0.0,15.5,0.0,21.2
la_serena,2026-07-05,icon_seamless,6,0.0,16.2,0.0,21.2
la_serena,2026-07-06,best_match,1,0.0,15.8,0.0,21.2
la_serena,2026-07-06,best_match,2,0.0,17.3,0.0,21.2
la_serena,2026-07-06,best_match,3,0.0,20.5,0.0,21.2
la_serena,2026-07-06,best_match,4,0.0,16.2,0.0,21.2
la_serena,2026-07-06,best_match,5,0.0,19.4,0.0,21.2
la_serena,2026-07-06,best_match,6,0.0,17.6,0.0,21.2
la_serena,2026-07-06,best_match,7,0.0,9.4,0.0,21.2
la_serena,2026-07-06,ecmwf_ifs025,1,0.0,,0.0,21.2
la_serena,2026-07-06,ecmwf_ifs025,2,0.0,,0.0,21.2
la_serena,2026-07-06,ecmwf_ifs025,3,0.0,,0.0,21.2
la_serena,2026-07-06,ecmwf_ifs025,4,0.0,,0.0,21.2
la_serena,2026-07-06,ecmwf_ifs025,5,0.0,,0.0,21.2
la_serena,2026-07-06,ecmwf_ifs025,6,0.0,,0.0,21.2
la_serena,2026-07-06,ecmwf_ifs025,7,0.0,,0.0,21.2
la_serena,2026-07-06,gfs_seamless,1,0.0,6.5,0.0,21.2
la_serena,2026-07-06,gfs_seamless,2,0.0,7.6,0.0,21.2
la_serena,2026-07-06,gfs_seamless,3,0.0,9.4,0.0,21.2
la_serena,2026-07-06,gfs_seamless,4,0.0,6.1,0.0,21.2
la_serena,2026-07-06,gfs_seamless,5,0.0,5.4,0.0,21.2
la_serena,2026-07-06,gfs_seamless,6,0.0,5.8,0.0,21.2
la_serena,2026-07-06,gfs_seamless,7,0.0,9.4,0.0,21.2
la_serena,2026-07-06,icon_seamless,1,0.0,15.8,0.0,21.2
la_serena,2026-07-06,icon_seamless,2,0.0,17.3,0.0,21.2
la_serena,2026-07-06,icon_seamless,3,0.0,20.5,0.0,21.2
la_serena,2026-07-06,icon_seamless,4,0.0,16.2,0.0,21.2
la_serena,2026-07-06,icon_seamless,5,0.0,19.4,0.0,21.2
la_serena,2026-07-06,icon_seamless,6,0.0,17.6,0.0,21.2
la_serena,2026-07-07,best_match,1,0.0,17.6,0.0,21.2
la_serena,2026-07-07,best_match,2,0.0,27.4,0.0,21.2
la_serena,2026-07-07,best_match,3,0.0,19.8,0.0,21.2
la_serena,2026-07-07,best_match,4,0.0,19.1,0.0,21.2
la_serena,2026-07-07,best_match,5,0.0,17.3,0.0,21.2
la_serena,2026-07-07,best_match,6,0.0,19.1,0.0,21.2
la_serena,2026-07-07,best_match,7,0.0,8.6,0.0,21.2
la_serena,2026-07-07,ecmwf_ifs025,1,0.0,,0.0,21.2
la_serena,2026-07-07,ecmwf_ifs025,2,0.0,,0.0,21.2
la_serena,2026-07-07,ecmwf_ifs025,3,0.0,,0.0,21.2
la_serena,2026-07-07,ecmwf_ifs025,4,0.0,,0.0,21.2
