prob,n,obs_freq,threshold_mm
0.0,801,0.033707865168539325,1.0
0.3333333333333333,142,0.3380281690140845,1.0
0.6666666666666666,179,0.7653631284916201,1.0
1.0,678,0.9616519174041298,1.0
0.0,1050,0.023809523809523808,10.0
0.3333333333333333,152,0.39473684210526316,10.0
0.6666666666666666,215,0.7627906976744186,10.0
1.0,383,0.9477806788511749,10.0
0.0,1188,0.04292929292929293,20.0
0.3333333333333333,192,0.421875,20.0
0.6666666666666666,191,0.7643979057591623,20.0
1.0,229,0.9606986899563319,20.0
